"NewsletterID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","Copies","Photocopies","ISSN","Subscriber","Shelf"
"183","IEEE Education Society","ASEE Electrical Engineering Division","NOTA BENE-Re-engineering the Accreditation System","16","null","1994","0","2","1","0","","CS",""
"184","IEEE Education Society","ASEE Electrical Engineering Division","Educating Tomorrow's Engineers","14","null","1994","0","3","1","0","","CS",""
"185","IEEE Education Society","ASEE Electrical Engineering Division","Cooperative Learning: Effective Teamwork for Engineering Classrooms, Curriculum Trends, Highlights from the Minutes of the AdCom and the Joint ES/ERM Board Meeting","4","null","1995","0","1","1","0","","CS",""
"186","THE INTERFACE","IEEE Education Society","A Personal View of Education","8","null","1995","","2","1","0","","CS","G121"
"187","THE INTERFACE","IEEE Education Society","An Assessment of the Carnegie Mellon Electrical and Computer Engineering Curriculum","11","null","1995","","3","1","0","","CS","G121"
"188","THE INTERFACE","IEEE Education Society","The Integrated Teaching and Learning Program: Meeting the 21st Century Challenge for Engineering Education","4","null","1996","","1","1","0","","CS","G121"
"189","THE INTERFACE","IEEE Education Society","Engineering Criteria 2000: The ABET Vision for Change","8","null","1996","","2","1","0","","CS","G121"
"190","THE INTERFACE","IEEE Education Society","My Views on Some Information Technology Issues","11","null","1996","","3","1","0","","CS","G121"
"191","IEEE Professional Communication Society","IEEE","PCS participates in Soviet Technical Conference: ""Information Centers and Technical Libraries: New Problems""","11","null","1990","34","6","1","0","01615718","CS","G122"
"192","IEEE Professional Communication Society","IEEE","On Management Communication/Call for Papers/Tools of the Trade","3","null","1991","35","2","1","0","01615718","CS","G122"
"193","IEEE Professional Communication Society","IEEE","IPCC 91: The Engineered Communication","5","null","1991","35","3","1","0","01615718","CS","G122"
"194","IEEE Professional Communication Society","IEEE","ICCC 91 to ""Break New Ground""","7","null","1991","35","4","1","0","01615718","CS","G122"
"195","IEEE Professional Communication Society","IEEE","From the Editor/1991 Goldsmith Award/The Bus is Waiting/On Management Communication/Nominal Group Technique","11","null","1991","35","6","1","0","01615718","CS","G122"
"196","IEEE Professional Communication Society","IEEE","IPCC 92 Crosses Frontiers for Professional Communication Society Conference","3","null","1992","36","2","1","0","01615718","CS","G122"
"197","IEEE Professional Communication Society","IEEE","Chapter Profile-ManCom Chapter/IPCC 92/Cause-Effect Diagrams","5","6","1992","36","3","1","0","01615718","CS","G122"
"198","IEEE Professional Communication Society","IEEE","Technigues Papetieres et Graphiques","7","8","1992","36","4","1","0","01615718","CS","G122"
"199","IEEE Professional Communication Society","IEEE","The United Kingdom and Republic of Ireland PCS Chapter/On Management Communication","9","10","1992","36","5","1","0","01615718","CS","G122"
"200","IEEE Professional Communication Society","IEEE","The Role of Professional Communication in Meeting Southern California's Challenges: A Report from the Los Angeles Chapter","11","12","1992","36","6","1","0","01615718","CS","G122"
"201","IEEE Professional Communication Society","IEEE","The Brave New World of Professional Communication/On Management Communication","1","2","1993","37","1","1","0","01615718","CS","G122"
"202","IEEE Professional Communication Society","IEEE","On Management Communication/Tools of the Trade/CommuGuides Now Available/IEEE Press Books Available","3","4","1993","37","2","1","0","01615718","CS","G122"
"203","IEEE Professional Communication Society","IEEE","IEEE Legislative Report / Technical Writing Tidbits / CommuGuides Available / Technical Commercialization / IECON '93","5","6","1993","37","3","1","0","01615718","CS","G122"
"204","IEEE Professional Communication Society","IEEE","Tools of the Trade/A Distinguished Communicator/IPCC 93/Prototype/Curmudgeon's Corner/IPCC 94","7","8","1993","37","4","1","0","01615718","CS","G122"
"205","IEEE Professional Communication Society","IEEE","Profile of a Distinguished Communicator","9","10","1993","37","5","1","0","01615718","CS","G122"
"206","IEEE Professional Communication Society","IEEE","IPCC 93, A Personal View, Tools of the Trade, Memories from IPCC 93","11","12","1993","37","6","1","0","01615718","CS","G122"
"207","IEEE Professional Communication Society","IEEE","On Management Communication, Tools of the Trade","1","2","1994","38","1","1","0","01615718","CS","G122"
"208","IEEE Professional Communication Society","IEEE","On Management Communication, Curmudgeon's Corner, A Distinguished Communicator","3","4","1994","38","2","1","0","01615718","CS","G122"
"209","IEEE Professional Communication Society","IEEE","On Management Communication, Tools of the Trade","7","8","1994","38","4","1","0","01615718","CS","G122"
"210","IEEE Professional Communication Society","IEEE","Tools of the Trade, The Five Elements of Successful Technical Presentations","9","10","1994","38","5","1","0","01615718","CS","G122"
"211","IEEE Professional Communication Society","IEEE","IPCC 94 in Banff","11","12","1994","38","6","1","0","01615718","CS","G122"
"212","IEEE Professional Communication Society","IEEE","Tools of the Trade, PBJs and Technical Writing, Engineering-Writing Contest","1","2","1995","39","1","1","0","01615718","CS","G122"
"213","IEEE Professional Communication Society","IEEE","Ten Tips for International Communication, On Management Communication, PCS LOGO Contest","3","4","1995","39","2","1","0","01615718","CS","G122"
"214","IEEE Professional Communication Society","IEEE","Tools of the Trade/ IPCC 95 Program","5","6","1995","39","3","1","0","01615718","CS","G122"
"215","IEEE Professional Communication Society","IEEE","Tools of the Trade/ Forum 95 Program","7","8","1995","39","4","1","0","01615718","CS","G122"
"216","IEEE Professional Communication Society","IEEE","Information Technology/ Curmudgeon's Corner/ Tools of the Trade/ AdCom Profiles/ Fuzzyspeak Threatens Future","9","10","1995","39","5","1","0","01615718","CS","G122"
"217","IEEE Professional Communication Society","IEEE","Calendar 1996/ Pace Conference Report/ AdCom Profiles","11","12","1995","39","6","1","0","01615718","CS","G122"
"218","IEEE Professional Communication Society","IEEE","Calendar 1996/ Forum 95/  IPCC 95/ AdCom Profiles/ Tools of the Trade/ Virtual Leafing","1","2","1996","40","1","1","0","01615718","CS","G121"
"219","IEEE Professional Communication Society","IEEE","PCS Communication on the Internet/ IPCC 96 Communication on the Fast Track","3","4","1996","40","2","1","0","01615718","CS","G121"
"220","IEEE Professional Communication Society","IEEE","Time for Change/ Preparing Outstanding Presentations/ IPCC 96 Fast Track","5","6","1996","40","3","1","0","01615718","CS","G121"
"221","IEEE Professional Communication Society","IEEE","IPCC 96 Program: Communication on the Fast Track","7","8","1996","40","4","1","0","01615718","CS","G121"
"222","IEEE Professional Communication Society","IEEE","The Beginnings of Technical Communication","9","10","1996","40","5","1","0","01615718","CS","G121"
"223","IEEE Professional Communication Society","IEEE","September AdCom Meeting Summary","11","12","1996","40","6","1","0","01615718","CS","G121"
"224","IEEE Region 8 News","IEEE","IEEE Reorganisation","11","null","1989","0","87","1","0","","CS","G121"
"225","IEEE Region 8 News","IEEE","Electronic Communication for IEEE Region An Initial Investigation/The 5th Jerusalem Conference on Information Technology The Technologies of the 90's","8","null","1990","0","91","1","0","","CS","G121"
"226","IEEE Region 8 News","IEEE","Region 8 Conferences","2","null","1991","0","93","1","0","","CS","G121"
"227","IEEE Region 8 News","IEEE","Conferences/Student Activities","5","null","1991","0","94","1","0","","CS","G121"
"228","IEEE Region 8 News","IEEE","Electrical & Electronics Engineer's Calendar: Conferences/International Workshop on Personal, Indoor and Mobile Radio Communications/European report","11","null","1991","0","96","1","0","","CS","G121"
"229","IEEE Region 8 News","IEEE","Region 8 & ""The Institute""/Special Lecturing Initiative for Region 8 Sections","5","null","1992","0","98","1","0","","CS","G121"
"230","IEEE Region 8 News","IEEE","","11","null","1992","0","100","2","0","","CS","G121"
"231","IEEE Region 8 News","IEEE","Region 8 News provides a Comprehensive advertising and Insert Service.","2","null","1993","0","101","1","0","","CS","G121"
"232","IEEE Region 8 News","IEEE","Broadband Communication Networks and Related Modelling Techniques","5","null","1993","0","102","1","0","","CS","G121"
"233","IEEE Region 8 News","IEEE","Sections Congress 1993 San Juan, Puerto Rico","8","null","1993","0","103","1","0","","CS","G121"
"234","IEEE Region 8 News","IEEE","Changes in the Region 8 Committee","2","null","1994","0","105","2","0","","CS","G121"
"235","IEEE Region 8 News","IEEE","Conferences","5","null","1994","0","106","1","0","","CS","G121"
"236","IEEE Region 8 News","IEEE","Membership Development Workshop, Conferences","8","null","1994","0","107","1","0","","CS","G121"
"237","IEEE Region 8 News","IEEE","Ocean '94: OSATES, News from the Sections","11","null","1994","0","108","1","0","","CS","G121"
"238","IEEE Region 8 News","IEEE","News from the Sections / 1995-Region 8 Fellows / Conferences","5","null","1995","0","110","1","0","","CS","G121"
"239","IEEE Region 8 News","IEEE","Your Scientific Paper/ Communication Networks/ An IEEE Inter. Conf. on Personal Wireless Communications","8","null","1995","0","111","1","0","","CS","G121"
"240","IEEE Region 8 News","IEEE","Silicon Technology and Submicron Processing/ Industrial Sensor Systems","11","null","1995","","112","1","0","","CS","G121"
"241","IEEE Region 8 News","IEEE","From the Regional Director A Happy New Year/ Planning of the 1996 activities and events of international interest","2","null","1996","","113","1","0","","CS","G121"
"242","IEEE Region 8 News","IEEE","From the Regional Director/ Electronic Communication","5","null","1996","","114","1","0","","CS","G121"
"243","IEEE Region 8 News","IEEE","From the Regional Director/ Implementation Committee for Structural Reorganisation","8","null","1996","","115","1","0","","CS","G121"
