BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
1980,manual,1,paperback,0,801548810,,,1993,sun microsystems,g120a,,solaris 2.x handbook for smcc peripherals
1981,manual,1,paperback,0,801538710,,,1993,sun microsystems,g120a,,solaris direct xlib 3.0 user's guide
1982,manual,1,paperback,0,801528510,,,1993,sun microsystems,g120a,,solaris shield basic security module
1983,manual,1,paperback,0,261171210,,,1993,sun microsystems,g120a,,solaris xgl 3.0.2 programmer's guide
1984,manual,1,paperback,0,801550310,,,1993,sun microsystems,g120a,,solaris xgl 3.0.2 reference manual
1985,manual,1,paperback,0,801511910,,,1993,sun microsystems,g120a,,solaris xil 1.1 imaging library programmer's guide
1986,manual,1,paperback,0,,,,1993,sun microsystems,g120a,,solaris xil 1.1 imaging library reference manual
1987,manual,1,paperback,0,801531910,,,1993,sun microsystems,g120a,,sundiag 4.3 user's guide
1988,manual,1,paperback,0,801549710,,,1993,sun microsystems,g120a,,sundiag 4.3 user's guide-addendum for smcc hardware
1989,manual,1,paperback,0,801529310,,,1993,sun microsystems,g120a,,sunos 5.3 administering nfs
1990,manual,1,paperback,0,801529210,,,1993,sun microsystems,g120a,,sunos 5.3 administering nis+ and dns
1991,manual,1,paperback,0,801529610,,,1993,sun microsystems,g120a,,sunos 5.3 administering tcp/ip and ppp
1992,manual,1,paperback,0,801529410,,,1993,sun microsystems,g120,,sunos 5.3 guide to multithread programming
1993,manual,1,paperback,0,801530010,,,1993,sun microsystems,g120,,sunos 5.3 linker and libraries manual
1994,manual,1,paperback,0,801529510,,,1993,sun microsystems,g120a,,sunos 5.3 network interfaces programmer's guide
1995,manual,1,paperback,0,801531010,,,1993,sun microsystems,g120,,sunos 5.3 programming utilities
1996,manual,1,paperback,0,801529710i,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual index
1997,manual,1,paperback,0,801529710s1a,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 1. user comands (a-m)
1998,manual,1,paperback,0,801529710s1n,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 1. user comands (n-z)
1999,manual,1,paperback,0,801529710s1,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 1m. system administration commands
2000,manual,1,paperback,0,801529710s2,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 2. system calls
2001,manual,1,paperback,0,801529710s3a,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 3. library routines (a-m)
2002,manual,1,paperback,0,801529710s3n,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 3. library routines (n-z)
2003,manual,1,paperback,0,801529710s4,,,1993,sun microsystems,g120a,,"sunos 5.3 reference manual section 4. file formats section 5. headers, tables and macros"
2004,manual,1,paperback,0,801529710s6,,,1993,sun microsystems,g120a,,sunos 5.3 reference manual section 6. demos section 7. special files
2005,manual,1,paperback,0,801529710s9,,,1993,sun microsystems,g120a,,"sunos 5.3 reference manual section 9, 9e, 9f, 9s ddi/dki interfaces"
2006,manual,1,paperback,0,801530510,,,1993,sun microsystems,g120,,sunos 5.3 streams programmer's guide
2007,manual,1,paperback,0,801534210,,,1993,sun microsystems,g120,,sunos 5.3 system services
2008,manual,1,paperback,0,801528610,,,1993,sun microsystems,g120,,sunos 5.3 user's guide to system administration
2009,manual,1,paperback,0,801527410,,,1993,sun microsystems,g120a,,tooltalk 1.1.1 reference manual
2010,manual,1,paperback,0,801527510,,,1993,sun microsystems,g120a,,tooltalk 1.1.1 user's guide
2011,manual,1,paperback,0,801531810,,,1993,sun microsystems,g120a,,xview 3.3 developer's notes solaris 2.3
2012,book,1,paperback,0,0333428994,,3π16,1988,macmillan press,g121,"this book describes the principles of and practices in human-computer interfacing, based on applied psychology, while integrating the approach with methods of software engineering.",human-computer interface design
2013,book,1,paperback,0,,,cs,1995,comspec team,g117,part1: the comspec architecture part2: the comspec protocols,comspec architecture & protocols
2014,book,1,paperback,0,803988257,,cs/e,1993,open university press,cs-lib,"this book presents a new approach to the understanding of disability, based on the experience of injustice and the growing collective identity of disabled people.",disabling barriers-enabling environments
2015,book,1,paperback,0,0631128859,,cs,1990,basil blackwell ltd,g117,this is a book about how our education system copes with children with special needs.,the practice of special education
2016,manual,1,paperback,0,073000178in,,group,1994,symantec corporation,g122,this manual provides both instructional and reference material to help you get the most from the norton utilities,the norton utilities for windows/dos user's guide
2017,book,1,paperback,0,1566070015,,cs,1992,computer technology research corp.,g123,this report addresses all the issues surrounding multimedia technology and its integration as it pertains to the desktop.,"multimedia technology combining sound, text, computing, graphics and video"
2018,tutorial,1,spiral,0,,,cs,1993,hci international '93,cs-lib(hci '93),"tutorial from hci international'93 (5th int. conference on human-computer interaction jointly with 9th symposium on human interface (japan), august 1993, orlando, florida, usa",hci international '93 tutorial 1: innovation of human interface in japan
2019,book,1,paperback,0,0131646990,,cs,1981,prentice-hall,g122-cs,"use of computer networks, presentation of the osi stack and analysis of each osi layer. δωρεα στη βιβλιοθηκη ιπ-ιτε.",computer networks
2020,book,1,paperback,0,0131668366,,cs,1989,prentice-hall,g122,"use of computer networks, presentation of the osi stack and analysis of each osi layer.",computer networks (second edition)
2021,book,1,paperback,0,0135154790,,cs,1993,prentice-hall,g123,"this book is an introduction to, a full explanation of and a practical guide to the use of the kads methods.",knowledge based systems analysis and design
2022,proceedings,1,paperback,0,9513301729,,cs,1995,commission of the european communities,g122,"proccedings of the cost 219 - seminar on services for independent living was held on june 20 1995 in joensuu, finland.",services for independent living
2023,proceedings,1,paperback,0,0897914023,,cs,1990,acm sigchi & sigois,,"proceedings of the 3rd conference on computer-supported cooperative work, held in los angeles, ca, october 7-10, 1990",cscw'90 proceedings of the conference on computer-supported cooperative work
2024,proceedings,1,hardbound,0,0444886028,,cs,1991,elsevier science publishers,g121,"this is the volume 2 of ""mental models in human-computer interaction"" and is published as an edited report of the ""8th interdisciplinary workshop in ""informatics and psychology"" which was held in scharding (austria) in june 1989.",mental models and human-computer interaction 2
2025,proceedings,1,paperback,0,0897917774,,cs,1996,acm press,g121,"chi 96 common ground. conference proceedings on human factors in computing systems held in vancouver, british columbia, canada april 13-18, 1996.",chi 96 conference proceedings: human factors in computing systems common ground
2026,book,1,hardbound,0,0444874216,,cs,1989,elsevier science publishers,g122,"this book derives from an invitational workshop held in venaco, corsica, september 1-5, 1986, entitled the structure of multimodal dialogue including voice.",the structure of multimodal dialogue
2027,report,1,διαφάνεια,0,,,cs,1989,technical research centre of finland,g123,the objective of this study is to develop a methodology for the assessment of the cost-effectiveness of technical aids for disabled people at the individual and at the general level.,research group for rehabilitation engineering
2028,book,0,spiral,1,,,cs,1980,telindus institute,g122,"data communications fundamentals, introduction to data communications, telecommunication networks...",communication and information
2029,book,1,hardbound,0,0137098731,,cs,1981,prentice-hall,g123,this book is a systematic exposition of the fundamental concepts and general principles underlying programming languges in current use.,principles of programming languages
2030,book,1,paperback,0,1558601341,,cs,1990,morgan kaufmann publishers,g121,"this book presents a comprehensive set of semantic definitions and notations for entity-relationship models with computer screen illustrations of large, complex databases.",database modeling and design: the entity-relationship approach
